alias_id,character_id,alias_text,source_dataset
1,1,A.O,onepiece_wiki
2,2,Bizarre,onepiece_wiki
3,2,Bizāru,onepiece_wiki
4,3,Biyo,onepiece_wiki
5,3,Beeyo,onepiece_wiki
6,4,Bishamon,onepiece_wiki
7,5,BB,onepiece_wiki
8,5,Blackback,onepiece_wiki
9,5,Bībī (Burakkubakku),onepiece_wiki
10,6,Black Maria,onepiece_wiki
11,6,"Kumo Kumo no Mi, Model: Rosamygale Grauvogeli",onepiece_wiki
12,6,Burakkumaria,onepiece_wiki
13,7,Bimine,onepiece_wiki
14,8,Bingoh,onepiece_wiki
15,8,Bingo,onepiece_wiki
16,8,Bingō,onepiece_wiki
17,9,Big Bun,onepiece_wiki
18,9,Big Pan,onepiece_wiki
19,9,Biggu Pan,onepiece_wiki
20,10,Bian,onepiece_wiki
21,10,"Mushi Mushi no Mi, Model: Suzumebachi",onepiece_wiki
22,11,Belle-Mère,onepiece_wiki
23,11,Bellemere,onepiece_wiki
24,11,Berumēru,onepiece_wiki
25,11,Bell-mère,onepiece_wiki
26,12,Bepo,onepiece_wiki
27,13,Ben Beckman,onepiece_wiki
28,13,Benn Beckman,onepiece_wiki
29,13,Ben Bekkuman,onepiece_wiki
30,14,Bellamy,onepiece_wiki
31,14,Bane Bane no Mi,onepiece_wiki
32,14,Beramī,onepiece_wiki
33,15,"""Mr. 2 Bon Kurei"" (Mr. 2（ミスター・ツー）・ボン・クレー, Misutā Tsū Bon Kurē?, Official Translation: Mr. 2 Bon Clay)",onepiece_wiki
34,15,Bentham,onepiece_wiki
35,15,Mane Mane no Mi,onepiece_wiki
36,15,Bensamu,onepiece_wiki
37,16,Bellett,onepiece_wiki
38,16,Beretto,onepiece_wiki
39,16,Beret,onepiece_wiki
40,17,Yonta Maria Grand Fleet,onepiece_wiki
41,17,Yonta Maria Fleet,onepiece_wiki
42,17,Yonta Maria Dai-sendan,onepiece_wiki
43,18,Vinsmoke Family,onepiece_wiki
44,18,Vinsumōku-ke,onepiece_wiki
45,19,Tontatta Pirates,onepiece_wiki
46,19,Tontatta Kaizokudan,onepiece_wiki
47,20,Tightrope Walking Funan Bros,onepiece_wiki
48,20,Tightrope Funan Boros,onepiece_wiki
49,20,Tsunawatari Funan Borōzu,onepiece_wiki
50,21,Kurohige Kaizokudan,onepiece_wiki
51,21,Black Beard Pirates,onepiece_wiki
52,21,Blackbeard Pirates,onepiece_wiki
53,22,Biggu Mamu Kaizokudan,onepiece_wiki
54,22,Big Mom Pirates,onepiece_wiki
55,23,Straw Hat Pirates,onepiece_wiki
56,23,Straw Hat Crew,onepiece_wiki
57,23,Mugiwara no Ichimi,onepiece_wiki
58,24,Straw Hat Grand FleetStraw Hat Fleet,onepiece_wiki
59,24,Straw Hat Grand Fleet,onepiece_wiki
60,24,Mugiwara Dai-sendan,onepiece_wiki
61,25,Riku Ichizoku,onepiece_wiki
62,25,Riku Family,onepiece_wiki
63,25,Riku Dynasty,onepiece_wiki
64,26,Orochi Oniwabanshu,onepiece_wiki
65,26,Orochi's Oniwabanshu,onepiece_wiki
66,26,Orochi Oniwabanshū,onepiece_wiki
67,27,Numbers,onepiece_wiki
68,27,Nanbāzu,onepiece_wiki
69,28,Nine Red Scabbards,onepiece_wiki
70,28,Akazaya Kunin Otoko,onepiece_wiki
71,28,Akazaya Nine,onepiece_wiki
72,29,WCI 31,onepiece_wiki
73,29,Daburyū-Shī-Ai Sātī-Wan,onepiece_wiki
74,30,New Giant Warrior Pirates,onepiece_wiki
75,30,Shin Kyo Hei Kaizoku-dan,onepiece_wiki
76,30,New Giant Pirates,onepiece_wiki
77,31,Nefeltari Family,onepiece_wiki
78,31,Nefertari Family,onepiece_wiki
79,31,Neferutari-ke,onepiece_wiki
80,32,Nepuchūn Ichizoku,onepiece_wiki
81,32,Neptune Family,onepiece_wiki
82,33,Kyōshirō Ikka,onepiece_wiki
83,33,Kyoshiro Family,onepiece_wiki
84,34,Kōzuki-ke,onepiece_wiki
85,34,Kouzuki Clan,onepiece_wiki
86,34,Kozuki Clan,onepiece_wiki
87,34,Kozuki Family,onepiece_wiki
88,35,Buggy's Band of Pirates,onepiece_wiki
89,35,Bagī Kaizokudan,onepiece_wiki
90,35,Buggy Pirates,onepiece_wiki
91,36,Mimawarigumi,onepiece_wiki
92,36,Mimawari-gumi,onepiece_wiki
93,37,Monban,onepiece_wiki
94,37,Mansion's Guards,onepiece_wiki
95,38,Kid Pirates,onepiece_wiki
96,38,Kiddo Kaizokudan,onepiece_wiki
97,39,Herculean Destroyers,onepiece_wiki
98,39,Kairiki Desutoroiyāzu,onepiece_wiki
99,39,Kairiki Destroyers,onepiece_wiki
100,40,Eleven Righteous Jurors,onepiece_wiki
101,40,Just Eleven Jurymen,onepiece_wiki
102,40,Kōsei-naru Jūichinin no Baishin'in,onepiece_wiki
103,40,公正なる11人の陪審員,onepiece_wiki
104,41,Yatoware Bōryokudan Koara-gumi,onepiece_wiki
105,41,Koala Gang,onepiece_wiki
106,41,Koala Mercenaries,onepiece_wiki
107,42,イッシー100（ワンハンドレッド）,onepiece_wiki
108,42,Isshī Wanhandoreddo,onepiece_wiki
109,42,Isshi-100,onepiece_wiki
110,42,100 Doctors,onepiece_wiki
111,43,Atamayama Thieves Brigade,onepiece_wiki
112,43,Mt. Atama Thieves,onepiece_wiki
113,43,Atama-yama Tōzoku-dan,onepiece_wiki
114,44,Inuarashi Musketeer Squad,onepiece_wiki
115,44,Musketeers,onepiece_wiki
116,44,Inuarashi Jūshi-tai,onepiece_wiki
117,45,Ideo Pirates,onepiece_wiki
118,45,Ideo Kaizokudan,onepiece_wiki
119,45,Ideo Pirate Crew,onepiece_wiki
120,46,Happo Navy,onepiece_wiki
121,46,Happō Suigun,onepiece_wiki
122,46,Happosui Army,onepiece_wiki
123,47,Heart Pirates,onepiece_wiki
124,47,Hāto no Kaizokudan,onepiece_wiki
125,48,Yonkō,onepiece_wiki
126,48,Four Emperors,onepiece_wiki
127,49,Five Elder Stars,onepiece_wiki
128,49,Gorōsei,onepiece_wiki
129,49,Five Elders,onepiece_wiki
130,50,Qing Jiao Family,onepiece_wiki
131,50,Chinjao Famirī,onepiece_wiki
132,50,Chinjao Family,onepiece_wiki
133,51,Utsukushiki Kaizoku-dan,onepiece_wiki
134,51,Beautiful Pirates,onepiece_wiki
135,52,Charlotte Family,onepiece_wiki
136,52,Shārotto-ke,onepiece_wiki
137,53,Barto Club,onepiece_wiki
138,53,Baruto Kurabu,onepiece_wiki
139,54,Admiral,onepiece_wiki
140,54,Taishō,onepiece_wiki
141,55,Animal Kingdom Pirates,onepiece_wiki
142,55,Beasts Pirates,onepiece_wiki
143,55,Beast Pirates,onepiece_wiki
144,55,Hyakujū Kaizokudan,onepiece_wiki
145,56,Burr,onepiece_wiki
146,56,Zotto,onepiece_wiki
147,57,Zunesha,onepiece_wiki
148,57,Zunīsha,onepiece_wiki
149,58,Zukka,onepiece_wiki
150,58,Zucca,onepiece_wiki
151,59,Zodia,onepiece_wiki
152,60,Zeusu,onepiece_wiki
153,60,Zeus,onepiece_wiki
154,61,Zepo,onepiece_wiki
155,62,Zeo,onepiece_wiki
156,63,Zanbai,onepiece_wiki
157,63,Zambai,onepiece_wiki
158,64,Zeff,onepiece_wiki
159,64,Zefu,onepiece_wiki
160,65,Zala,onepiece_wiki
161,65,Zara,onepiece_wiki
162,65,Toge Toge no Mi,onepiece_wiki
163,65,"Miss Doublefinger (ミス・ダブルフィンガー, Misu Daburufingā?, 4Kids: ""Ms. New Year's Eve"")Paula (ポーラ, Pōra?, VIZ: ""Pola"")",onepiece_wiki
164,66,Zanki,onepiece_wiki
165,67,Zabo,onepiece_wiki
166,67,Zabō,onepiece_wiki
167,68,Yurikā,onepiece_wiki
168,68,Eureka,onepiece_wiki
169,68,Yurikah,onepiece_wiki
170,69,Yuki,onepiece_wiki
171,70,Zadie,onepiece_wiki
172,70,Zeidī,onepiece_wiki
173,70,Zayde,onepiece_wiki
174,71,Yūi,onepiece_wiki
175,71,Yuey,onepiece_wiki
176,71,Yui,onepiece_wiki
177,72,Yu,onepiece_wiki
178,72,Yū,onepiece_wiki
179,73,Yotsubane,onepiece_wiki
180,74,Yoshimoto,onepiece_wiki
181,75,Yosaku,onepiece_wiki
182,76,Yorki,onepiece_wiki
183,76,Yōki,onepiece_wiki
184,77,Yomo,onepiece_wiki
185,78,Yōku,onepiece_wiki
186,78,York,onepiece_wiki
187,79,Yazaemon,onepiece_wiki
188,80,Yatappe,onepiece_wiki
189,81,Yokozuna,onepiece_wiki
190,82,Yasoppu,onepiece_wiki
191,82,Yasopp,onepiece_wiki
192,83,Yōkan,onepiece_wiki
193,83,Yokan,onepiece_wiki
194,84,Yarisugi,onepiece_wiki
195,85,Yamenahāre,onepiece_wiki
196,85,Yamenahare,onepiece_wiki
197,86,Yamon,onepiece_wiki
198,87,Yame,onepiece_wiki
199,87,O-Yame,onepiece_wiki
200,88,"""Kozuki Oden"" (光月おでん, Kōzuki Oden?)",onepiece_wiki
201,88,Yamato,onepiece_wiki
202,88,"Inu Inu no Mi, Model: Okuchi no Makami",onepiece_wiki
203,89,Yama,onepiece_wiki
204,90,Woop Slap,onepiece_wiki
205,90,Ūpu Surappu,onepiece_wiki
206,91,Yamakaji,onepiece_wiki
207,92,Waiyā,onepiece_wiki
208,92,Wire,onepiece_wiki
209,93,Diesu Dorēku,onepiece_wiki
210,93,"Ryu Ryu no Mi, Model: Allosaurus",onepiece_wiki
211,93,X. Drake,onepiece_wiki
212,93,"Dory (ドリィ, Dorii?, English version: Drie)",onepiece_wiki
213,94,Wyper,onepiece_wiki
214,94,FUNimation edited dub),onepiece_wiki
215,94,Waipā,onepiece_wiki
216,94,Wyler,onepiece_wiki
217,95,WickaWicca,onepiece_wiki
218,95,Wicca,onepiece_wiki
219,95,Wikka,onepiece_wiki
220,96,Werinton,onepiece_wiki
221,96,Wellington,onepiece_wiki
222,97,Warashi,onepiece_wiki
223,98,"Neko Neko no Mi, Model: Saber Tiger",onepiece_wiki
224,98,Who's-Who,onepiece_wiki
225,98,Fūzu Fū,onepiece_wiki
226,99,Waruno Furishirō,onepiece_wiki
227,99,Waruno Furishiro,onepiece_wiki
228,100,Whitey Bay,onepiece_wiki
229,100,Howaitibei,onepiece_wiki
230,101,"""Mad Wanze"" (マッドなワンゼ Maddona Wanze)",onepiece_wiki
231,101,Wanze,onepiece_wiki
232,102,Baku Baku no Mi,onepiece_wiki
233,102,Waporu,onepiece_wiki
234,102,Wapol,onepiece_wiki
235,103,Wheel,onepiece_wiki
236,103,Hoīru,onepiece_wiki
237,104,Wanyūdō,onepiece_wiki
238,104,Wanyudo,onepiece_wiki
239,105,Wanda,onepiece_wiki
240,106,Warney,onepiece_wiki
241,106,Wany,onepiece_wiki
242,106,Wānī,onepiece_wiki
243,107,Wallem,onepiece_wiki
244,107,Woremu,onepiece_wiki
245,108,Woresu,onepiece_wiki
246,108,Wallace,onepiece_wiki
247,109,Wakasa,onepiece_wiki
248,110,Wadatsumi,onepiece_wiki
249,111,Kagakusha,onepiece_wiki
250,111,Scientist,onepiece_wiki
251,112,Vito,onepiece_wiki
252,113,Vitan,onepiece_wiki
253,114,Viora,onepiece_wiki
254,114,"Violet (ヴァイオレット, Vaioretto?)",onepiece_wiki
255,114,Viola,onepiece_wiki
256,114,Giro Giro no Mi,onepiece_wiki
257,115,Vista,onepiece_wiki
258,115,Bisuta,onepiece_wiki
259,116,Vinsmoke Yonji,onepiece_wiki
260,116,Vinsumōku Yonji,onepiece_wiki
261,117,Vinsumōku Reiju,onepiece_wiki
262,117,Vinsmoke Reiju,onepiece_wiki
263,118,Vinsmoke Sora,onepiece_wiki
264,118,Vinsumōku Sora,onepiece_wiki
265,119,Vinsmoke Niji,onepiece_wiki
266,119,Vinsumōku Niji,onepiece_wiki
267,120,Vikutoria Shiruton Doruyanaika,onepiece_wiki
268,120,Victoria Shiruton Doruyanaika,onepiece_wiki
269,120,Victoria Broth Splatterina,onepiece_wiki
270,121,Vinsumōku Ichiji,onepiece_wiki
271,121,Vinsmoke Ichiji,onepiece_wiki
272,122,Victoria Cindry,onepiece_wiki
273,122,Bikutoria Shindorī,onepiece_wiki
274,123,Vinsumōku Jajji,onepiece_wiki
275,123,Vinsmoke Judge,onepiece_wiki
276,124,Berīguddo,onepiece_wiki
277,124,Very Good,onepiece_wiki
278,124,Beri Beri no Mi,onepiece_wiki
279,124,Berry Good,onepiece_wiki
280,125,Basuko Shotto,onepiece_wiki
281,125,Gabu Gabu no Mi,onepiece_wiki
282,125,Vasco Shot,onepiece_wiki
283,126,Nomi Nomi no Mi,onepiece_wiki
284,126,"""Stella"" (本体（ステラ）, Sutera?, kanji literally meaning ""Main Body"")",onepiece_wiki
285,126,Dr. Vegapunk,onepiece_wiki
286,126,Dokutā Begapanku,onepiece_wiki
287,126,Vegapunk,onepiece_wiki
288,127,Bandā Dekken,onepiece_wiki
289,127,Vander Decken,onepiece_wiki
290,128,Bandā Dekken Kyūsei,onepiece_wiki
291,128,Mato Mato no Mi,onepiece_wiki
292,128,Vander Decken IX,onepiece_wiki
293,129,Uzuki Tempura,onepiece_wiki
294,129,Uzuki Tenpura,onepiece_wiki
295,130,Uzu,onepiece_wiki
296,131,Wapu Wapu no Mi,onepiece_wiki
297,131,Van Ōgā,onepiece_wiki
298,131,Van Augur,onepiece_wiki
299,132,Verugo,onepiece_wiki
300,132,Vergo,onepiece_wiki
301,132,"Corazon (コラソン, Korason?) (former)",onepiece_wiki
302,133,Uwattsurā,onepiece_wiki
303,133,Uwattsura,onepiece_wiki
304,134,Uta,onepiece_wiki
305,134,Uta Uta no Mi,onepiece_wiki
306,135,Usakkofu,onepiece_wiki
307,135,Bunkov,onepiece_wiki
308,135,Usakkov,onepiece_wiki
309,136,Usoppu,onepiece_wiki
310,136,Usopp,onepiece_wiki
311,136,"""Sogeking"" (そげキング, Sogekingu?) (former)""Usoland"" (ウソランド, Usorando?)""Uso-hachi"" (ウソ八, Usohachi?, English versions: Usohachi)",onepiece_wiki
312,137,Usagihebi,onepiece_wiki
313,138,Urūji,onepiece_wiki
314,138,Urouge,onepiece_wiki
315,139,Uruban,onepiece_wiki
316,139,Urban,onepiece_wiki
317,140,Ushiano,onepiece_wiki
318,140,Ushiāno,onepiece_wiki
319,141,Unigaro,onepiece_wiki
320,141,Yunigaro,onepiece_wiki
321,142,Urashima,onepiece_wiki
322,143,Uni,onepiece_wiki
323,144,Unforgivable Mask,onepiece_wiki
324,144,Yurusumaji Mask,onepiece_wiki
325,144,Yurusumaji Masuku,onepiece_wiki
326,145,Umitto,onepiece_wiki
327,145,Umit,onepiece_wiki
328,146,Ultra King,onepiece_wiki
329,146,Urutorakingu,onepiece_wiki
330,146,Ultraking,onepiece_wiki
331,147,Ulti,onepiece_wiki
332,147,"Ryu Ryu no Mi, Model: Pachycephalosaurus",onepiece_wiki
333,147,Uruti,onepiece_wiki
334,148,Ukon,onepiece_wiki
335,149,Carelesso,onepiece_wiki
336,149,Ukkari,onepiece_wiki
337,149,Ukkarī,onepiece_wiki
338,150,Uhorishia,onepiece_wiki
339,150,Uholisia,onepiece_wiki
340,150,Ooklicia,onepiece_wiki
341,151,Ook-Ook,onepiece_wiki
342,151,Uhho,onepiece_wiki
343,151,Uhhō-kun,onepiece_wiki
344,152,Bullcy,onepiece_wiki
345,152,Ucy,onepiece_wiki
346,152,Moocy,onepiece_wiki
347,152,Usy,onepiece_wiki
348,152,Ūshī,onepiece_wiki
349,153,UK,onepiece_wiki
350,153,Yū Kē,onepiece_wiki
351,154,Tiranosaurusu,onepiece_wiki
352,154,Tyrannosaurus,onepiece_wiki
353,155,Turco,onepiece_wiki
354,155,Toruko,onepiece_wiki
355,155,Turk,onepiece_wiki
356,156,Ubau,onepiece_wiki
357,157,Otsuru,onepiece_wiki
358,157,Tsurujo,onepiece_wiki
359,158,Woshu Woshu no Mi,onepiece_wiki
360,158,Tsuru,onepiece_wiki
361,159,Tsunokkofu,onepiece_wiki
362,159,Antlerkov,onepiece_wiki
363,159,Tsunokkov,onepiece_wiki
364,160,Tsurue Monnosuke,onepiece_wiki
365,161,Tsunagoro,onepiece_wiki
366,161,Tsunagorō,onepiece_wiki
367,162,Tsukimi,onepiece_wiki
368,163,Toritobū,onepiece_wiki
369,163,Tritobu,onepiece_wiki
370,164,Tristan,onepiece_wiki
371,164,Torisutan,onepiece_wiki
372,165,Beta Beta no Mi,onepiece_wiki
373,165,Torēboru,onepiece_wiki
374,165,Trebol,onepiece_wiki
375,166,Trafalgar Lammy,onepiece_wiki
376,166,Trafalgar Lami,onepiece_wiki
377,166,Torafarugā Rami,onepiece_wiki
378,167,Toyama Tsujigiro,onepiece_wiki
379,167,Tōyama Tsujigirō,onepiece_wiki
380,168,Tsugaru Umi,onepiece_wiki
381,169,Trafalgar D. Water Law,onepiece_wiki
382,169,Torafarugā Dī Wāteru Rō,onepiece_wiki
383,169,Ope Ope no Mi,onepiece_wiki
384,170,Toto,onepiece_wiki
385,171,Tosa,onepiece_wiki
386,172,Tori,onepiece_wiki
387,173,St. Topman Warcury,onepiece_wiki
388,173,Toppuman Wōkyurī Sei,onepiece_wiki
389,173,Topman Warcury,onepiece_wiki
390,174,Tonjitto,onepiece_wiki
391,174,Tonjit,onepiece_wiki
392,175,Tony Tony Chopper,onepiece_wiki
393,175,Tonī Tonī Choppā,onepiece_wiki
394,175,Hito Hito no Mi,onepiece_wiki
395,175,"""Chopa-emon"" (チョッパえもん, Choppaemon?, English versions: Chopperemon)",onepiece_wiki
396,176,Tomato Gang,onepiece_wiki
397,176,Tomato Gyangu,onepiece_wiki
398,177,Tom,onepiece_wiki
399,177,Tomu,onepiece_wiki
